hakeem_article_number,production_title,number_parsed_from_title,production_article_id,seed_number_parsed_from_title,present_in_seed,bm25_code,normalized_text_sha256_16,text_excerpt,issue,severity,recommended_action
358,المادة التاسعة والخمسون بعد الثلاثمائة,359,cmpwifeei02k3nxff7etkw3cd,359,نعم,a1618,20328703f0a0a13f,إذا باع شخص بلا إذن شيئًا معينًا بالذات وهو لا يملكه؛ فلا ينفذ هذا البيع في حق المالك، وإذا أجازه نفذ في حقه، دون إخلال ,الصف يحمل عنوان ونص المادة الرسمية 359 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 358
359,المادة الستون بعد الثلاثمائة,360,cmpwifepl02k5nxff8se24025,360,نعم,a1619,02da3152a26fc5f1,إذا كان المشتري يجهل أن المبيع غير مملوكٍ للبائع، وحكم بإبطال البيع، فللمشتري أن يُطالب بالتَّعويض ولو كان البائع حسن ال,الصف يحمل عنوان ونص المادة الرسمية 360 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 359
360,المادة الحادية والستون بعد الثلاثمائة,361,cmpwiff0n02k7nxffzs9n4prp,361,نعم,a1620,d778b260fa521325,المقايضة عقد مبادلة مالٍ بمالٍ على سبيل التمليك ليس أي منهما نقدًا.,الصف يحمل عنوان ونص المادة الرسمية 361 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 360
361,المادة الثانية والستون بعد الثلاثمائة,362,cmpwiffbq02k9nxfflvvr0noy,362,نعم,a1621,419646d6cb0a1eff,يعدّ كل من المتقايضين بائعًا لما قايض به ومشتريًا لما قايض عليه.,الصف يحمل عنوان ونص المادة الرسمية 362 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 361
362,المادة الثالثة والستون بعد الثلاثمائة,363,cmpwiffmr02kbnxfff1lhwq46,363,نعم,a1622,a0e4eac0555052bd,لا يُخرِجُ المقايضة عن طبيعتها إضافة نقد إلى أحد العوضين لتعويض الفرق في القيمة، إلا إذا كان ذلك العوض أقل قيمة من النقد,الصف يحمل عنوان ونص المادة الرسمية 363 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 362
363,المادة الرابعة والستون بعد الثلاثمائة,364,cmpwiffxu02kdnxff2oue3gsv,364,نعم,a1623,2d643ae8607567d7,تكون نفقات عقد المقايضة مناصفة بين طرفي العقد ما لم يتفق على خلاف ذلك.,الصف يحمل عنوان ونص المادة الرسمية 364 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 363
364,المادة الخامسة والستون بعد الثلاثمائة,365,cmpwifg8z02kfnxffam1rr4uz,365,نعم,a1624,254a39f2d6b9dd4c,تسري على عقد المقايضة أحكام عقد البيع بما لا يتعارض مع طبيعته. الفصل الثالث: عقد الهبة الفرع الأول: إنشاء عقد الهبة,الصف يحمل عنوان ونص المادة الرسمية 365 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 364
365,المادة السادسة والستون بعد الثلاثمائة,366,cmpwifgk102khnxff9y4afelu,366,نعم,a1625,a69d8f6faf7908c7,الهبة عقد يُملِّكُ بمقتضاه الواهبُ حال حياته الموهوب له مالًا دون عوض.,الصف يحمل عنوان ونص المادة الرسمية 366 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 365
366,المادة السابعة والستون بعد الثلاثمائة,367,cmpwifgv302kjnxff0nwbkoi2,367,نعم,a1626,e50db3d0d3d7ce77,يصح أن يشترط الواهب التزامًا معيَّنًا على الموهوب له. إذا اشترط الواهب عوضًا على الموهوب له فيكون العقد معاوضة تطبق عليه,الصف يحمل عنوان ونص المادة الرسمية 367 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 366
367,المادة الثامنة والستون بعد الثلاثمائة,368,cmpwifh6702klnxffey3pmouj,368,نعم,a1627,a7337e10970796cf,إذا كان الموهوب عقارًا فلا تنعقد هبته إلا بتوثيقها وفق النصوص النظامية. إذا كان الموهوب منقولًا فلا تنعقد هبته إلا بتوثي,الصف يحمل عنوان ونص المادة الرسمية 368 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 367
368,المادة التاسعة والستون بعد الثلاثمائة,369,cmpwifhh902knnxffvxd9f5gj,369,نعم,a1628,9583ce606404818d,لا ينفذ عقد الهبة إذا كان الموهوب غير مملوك للواهب إلا إذا أجازه المالك.,الصف يحمل عنوان ونص المادة الرسمية 369 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 368
369,المادة السبعون بعد الثلاثمائة,370,cmpwifhsb02kpnxffirp78hcv,370,نعم,a1629,442d842fc0e468f2,تصح هبة الدين للمدين، وتعد إبراء.,الصف يحمل عنوان ونص المادة الرسمية 370 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 369
370,المادة الحادية والسبعون بعد الثلاثمائة,371,cmpwifi3d02krnxff1rfzs1tf,371,نعم,a1630,0cf6eac560bb7de3,تصح هبة الشريك حصته في المال الشائع لشريكه أو لغيره عقارًا كان أو منقولًا، ولو كان الموهوب قابلًا للقسمة. الفرع الثاني: ,الصف يحمل عنوان ونص المادة الرسمية 371 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 370
371,المادة الثانية والسبعون بعد الثلاثمائة,372,cmpwifieg02ktnxffyk12x889,372,نعم,a1631,14cca8bce6e80edd,لا يضمن الواهب استحقاق الموهوب ولا خلوه من العيوب، ولكنه مسؤولٌ عما يلحق الموهوب له من ضرر بسبب الاستحقاق أو العيب إذا ت,الصف يحمل عنوان ونص المادة الرسمية 372 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 371
372,المادة الثالثة والسبعون بعد الثلاثمائة,373,cmpwifipj02kvnxffk2di46p1,373,نعم,a1632,d4dd8b67e1861db2,إذا كانت الهبة مشروطةً بالتزامٍ لزم الموهوب له أداء ما اشترطه الواهب من التزامٍ لمصلحته أو لمصلحة غيره.,الصف يحمل عنوان ونص المادة الرسمية 373 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 372
373,المادة الرابعة والسبعون بعد الثلاثمائة,374,cmpwifj0l02kxnxfff64y4fi5,374,نعم,a1633,fe8e223a8234e2a7,إذا تعلق بالموهوب حقّ عينيّ وفاءً لدين في ذمة الواهب أو ذمة الغير فيلتزم الموهوب له بوفاء هذا الدين في حدود قيمة الموهوب,الصف يحمل عنوان ونص المادة الرسمية 374 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 373
374,المادة الخامسة والسبعون بعد الثلاثمائة,375,cmpwifjbn02kznxffd4revswf,375,نعم,a1634,787a9c5a9099bebf,تكون نفقات عقد الهبة وتسليم الموهوب ونقله؛ على الموهوب له، وذلك كله ما لم يتفق على خلافه. الفرع الثالث: الرجوع في الهبة,الصف يحمل عنوان ونص المادة الرسمية 375 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 374
375,المادة السادسة والسبعون بعد الثلاثمائة,376,cmpwifjmp02l1nxffrdj84snx,376,نعم,a1635,e68ee0d19bd779ae,يجوز للواهب أن يرجع في الهبة إذا قبل الموهوب له رد الموهوب. إذا لم يقبل الموهوب له رد الموهوب فللواهب أن يطلب ذلك من الم,الصف يحمل عنوان ونص المادة الرسمية 376 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 375
376,المادة السابعة والسبعون بعد الثلاثمائة,377,cmpwifjxt02l3nxffwl4ocz6v,377,نعم,a1636,28a3078df9271539,يسقط حقُّ الرجوع في الهبة الوارد في المادة (السادسة والسبعين بعد الثلاثمائة) من هذا النظام بموت أحد طرفي العقد قبل الرجو,الصف يحمل عنوان ونص المادة الرسمية 377 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 376
377,المادة الثامنة والسبعون بعد الثلاثمائة,378,cmpwifk8w02l5nxffdnw4d5z0,378,نعم,a1637,37329156d0a9e0ba,للواهب عند الرجوع في الهبة استرداد الموهوب، وله ثماره من وقت قبول الموهوب له رد الموهوب، أو من وقت رفع الدعوى في الحالات,الصف يحمل عنوان ونص المادة الرسمية 378 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 377
378,المادة التاسعة والسبعون بعد الثلاثمائة,379,cmpwifkvd02l7nxffyqk8wnth,379,نعم,a1638,64631d8ba0213bac,ليس للواهب عند الرجوع في الهبة استرداد عين الموهوب في الحالات الآتية: أ- إذا تصرف الموهوب له في الموهوب تصرفًا ناقلًا لل,الصف يحمل عنوان ونص المادة الرسمية 379 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 378
379,المادة الثمانون بعد الثلاثمائة,380,cmpwifl6u02l9nxff10kzg6b1,380,نعم,a1639,45090f859092b505,إذا لم يكن للواهب استرداد عين الموهوب وفقًا لأحكام المادة (التاسعة والسبعين بعد الثلاثمائة) من هذا النظام؛ فلا يستحق قيم,الصف يحمل عنوان ونص المادة الرسمية 380 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 379
380,المادة الحادية والثمانون بعد الثلاثمائة,381,cmpwiflib02lbnxffzebdut4s,381,نعم,a1640,bc3a240f3f61fd81,إذا كان للواهب الرجوع في الهبة وهلك الموهوب في يد الموهوب له بعد إعذاره بالتسليم؛ لزمه تعويض الواهب. الفصل الرابع: عقد ا,الصف يحمل عنوان ونص المادة الرسمية 381 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 380
381,المادة الثانية والثمانون بعد الثلاثمائة,382,cmpwiflts02ldnxffel29ciob,382,نعم,a1641,028d629db859e2fe,القرض عقد يُمَلِّكُ بمقتضاه المقرِضُ شيئًا مثليًّا للمقترض على أن يرد مثله.,الصف يحمل عنوان ونص المادة الرسمية 382 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 381
382,المادة الثالثة والثمانون بعد الثلاثمائة,383,cmpwifm5802lfnxffhc0wlnzc,383,نعم,a1642,a05afe46df5a8763,لا ينعقد القرض إلا بقبض الشيء المقترض.,الصف يحمل عنوان ونص المادة الرسمية 383 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 382
383,المادة الرابعة والثمانون بعد الثلاثمائة,384,cmpwifmgp02lhnxffwusv7d4g,384,نعم,a1643,7b6514f9febb8a99,يجب في القرض أن يكون المقرض كامل الأهلية. ليس للولي أو الوصي إقراض مال من هو في ولايته ولا اقتراضه إلا وفقًا للنصوص النظ,الصف يحمل عنوان ونص المادة الرسمية 384 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 383
384,المادة الخامسة والثمانون بعد الثلاثمائة,385,cmpwifms602ljnxffu856kou7,385,نعم,a1644,74c5b0a60d618fdd,يقع باطلًا كل شرط عند العقد أو عند تأجيل الوفاء يتضمن زيادة في رد القرض يؤديها المقترض إلى المقرض.,الصف يحمل عنوان ونص المادة الرسمية 385 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 384
385,المادة السادسة والثمانون بعد الثلاثمائة,386,cmpwifn3n02llnxffs0mo6ikd,386,نعم,a1645,23c86cc6b88b945b,لا يضمن المقرِض استحقاق المال المقترَض ولا خلوه من العيوب، ولكنه مسؤولٌ عما يلحق المقترض من ضرر بسبب الاستحقاق أو العيب ,الصف يحمل عنوان ونص المادة الرسمية 386 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 385
386,المادة السابعة والثمانون بعد الثلاثمائة,387,cmpwifnf402lnnxffs2lqs1a8,387,نعم,a1646,99c792d0a6157f8c,إذا عُيِّن للقرض أجلٌ أو غرضٌ لم يلزم المقترض الوفاء قبل انقضاء الأجل أو المدة المعتادة للانتفاع به في مثل ذلك الغرض. إذ,الصف يحمل عنوان ونص المادة الرسمية 387 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 386
387,المادة الثامنة والثمانون بعد الثلاثمائة,388,cmpwifnql02lpnxfft5qfrlsk,388,نعم,a1647,c30581919f95ca76,يلتزم المقترِض برد مثل الشيء المقترَض مقدارًا ونوعًا وصفةً عند انقضاء مدة القرض، فإذا تعذر رد مثله وجب رد قيمته يوم الاق,الصف يحمل عنوان ونص المادة الرسمية 388 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 387
388,المادة التاسعة والثمانون بعد الثلاثمائة,389,cmpwifo2202lrnxff4qo9u7cy,389,نعم,a1648,5199fba0d7664460,يلتزم المقترض بالوفاء في مكان القرض؛ ما لم يتفق على خلاف ذلك.,الصف يحمل عنوان ونص المادة الرسمية 389 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 388
389,المادة التسعون بعد الثلاثمائة,390,cmpwifodk02ltnxffmytnkucv,390,نعم,a1649,48031eeee0595ff6,تكون نفقات القرض والوفاء به على المقترض؛ ما لم يتفق على خلاف ذلك. الفصل الخامس: عقد الصلح,الصف يحمل عنوان ونص المادة الرسمية 390 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 389
390,المادة الحادية والتسعون بعد الثلاثمائة,391,cmpwifouq02lvnxffpoaz8mcr,391,نعم,a1650,bec525e049195b13,الصلح عقدٌ يحسم بمقتضاه المتصالحان نزاعًا قائمًا أو يتوقيان نزاعًا محتملًا، بأن ينزل كلٌّ منهما على وجه التَّقابل عن مُط,الصف يحمل عنوان ونص المادة الرسمية 391 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 390
391,المادة الثانية والتسعون بعد الثلاثمائة,392,cmpwifp6702lxnxff5jkjisp4,392,نعم,a1651,ad159931a1164f49,يجب أن يكون المتصالح أهلًا للتصرف بعوضٍ في الحقوق التي يشملها عقد الصلح. إذا تضمن الصلح إسقاط شيءٍ من الحقوق دون مقابل و,الصف يحمل عنوان ونص المادة الرسمية 392 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 391
392,المادة الثالثة والتسعون بعد الثلاثمائة,393,cmpwifphn02lznxffvojedxii,393,نعم,a1652,d1a95e8431828503,استثناءً من حكم الفقرة (1) من المادة (الثانية والتسعين بعد الثلاثمائة) من هذا النظام؛ لا يصح صلح الصغير المميز المأذون ل,الصف يحمل عنوان ونص المادة الرسمية 393 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 392
393,المادة الرابعة والتسعون بعد الثلاثمائة,394,cmpwifpt302m1nxffriiedxbw,394,نعم,a1653,3e0fa80191c2d8ca,يجب أن يكون المتصالح عنه مما يصح أخذ العوض في مقابله.,الصف يحمل عنوان ونص المادة الرسمية 394 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 393
394,المادة الخامسة والتسعون بعد الثلاثمائة,395,cmpwifq4k02m3nxffwn77jyi1,395,نعم,a1654,dfa13d34e4b4070d,يصح الصلح ولو كان الحق الذي يشمله مجهولًا إذا كانت الجهالة لا تمنع التسليم وكان الحق مما يتعذّر العلم به في مدة قريبة بح,الصف يحمل عنوان ونص المادة الرسمية 395 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 394
395,المادة السادسة والتسعون بعد الثلاثمائة,396,cmpwifqg102m5nxffabxj4q1a,396,نعم,a1655,183f2db4c398e9f7,يصح الصلح عن الحقوق سواء أقر بها المدعى عليه أو أنكرها أو سكت ولم يبد فيها إقرارًا ولا إنكارًا.,الصف يحمل عنوان ونص المادة الرسمية 396 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 395
396,المادة السابعة والتسعون بعد الثلاثمائة,397,cmpwifqrj02m7nxffmbjupycc,397,نعم,a1656,d18b900d13097e6b,يصح الصلح على بعض ما يدعيه المتصالح في ذمة الآخر. يصح الصلح على تأجيل الدين المدعى به أو بعضه دون زيادة، أو على تعجيله و,الصف يحمل عنوان ونص المادة الرسمية 397 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 396
397,المادة الثامنة والتسعون بعد الثلاثمائة,398,cmpwifr2z02m9nxff9no8i50e,398,نعم,a1657,ec163b9a1ef1326b,يصح أن يتصالح شخصان يدعي كل منهما حقًّا له لدى الآخر على أن يحتفظ كلٌّ منهما بالحق الذي لديه.,الصف يحمل عنوان ونص المادة الرسمية 398 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 397
398,المادة التاسعة والتسعون بعد الثلاثمائة,399,cmpwifref02mbnxffhab5lss5,399,نعم,a1658,9d0bc75a3f0ae33b,لا يُنشئ الصلح حقًّا جديدًا لأيٍّ من المتصالحين فيما يشمله من الحقوق، وأما عوض الصلح من غير هذه الحقوق فيُنشئ فيه الصلح ,الصف يحمل عنوان ونص المادة الرسمية 399 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 398
399,المادة الأربعمائة,400,cmpwifrpw02mdnxffzx5jhst6,400,نعم,a1659,e898f298abb362ea,تُفسَّر عبارات التَّنازل التي يتضمَّنها عقد الصلح تفسيرًا ضيِّقًا في حدود الحقوق التي كانت محلًا للنزاع.,الصف يحمل عنوان ونص المادة الرسمية 400 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 399
400,المادة الأولى بعد الأربعمائة,401,cmpwifs1c02mfnxffo52mv1nz,401,نعم,a1660,0d7e5025d39c5c14,يترتب على عقد الصلح انقضاء الحقوق والادعاءات التي نزل عنها أيٌّ من المتصالحين، وليس لأي منهما أو لورثته الرجوع فيه.,الصف يحمل عنوان ونص المادة الرسمية 401 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 400
401,المادة الثانية بعد الأربعمائة,402,cmpwifscs02mhnxffwbhs807y,402,نعم,a1661,d4056631ada420b4,يقتصر أثر الصلح على الحقوق التي شملها وحسم النزاع فيها دون غيرها. الفصل السادس: عقد المسابقة,الصف يحمل عنوان ونص المادة الرسمية 402 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 401
402,المادة الثالثة بعد الأربعمائة,403,cmpwifsqd02mjnxffa59mhaof,403,نعم,a1662,e7b26547fd86bf86,المسابقة عقدٌ يلتزم بمقتضاه شخصٌ ببذل جُعلٍ لمن يفوز في سباقٍ يتوقف الفوز فيه على عمل المتسابق.,الصف يحمل عنوان ونص المادة الرسمية 403 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 402
403,المادة الرابعة بعد الأربعمائة,404,cmpwift1v02mlnxffuo7xu7hh,404,نعم,a1663,7d78d99bb2ae8c77,يصحُّ في المسابقة أن يكون الالتزام بالجُعل من بعض المتسابقين أو من غيرهم، ولا يصحُّ أن يكون من جميعهم.,الصف يحمل عنوان ونص المادة الرسمية 404 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 403
404,المادة الخامسة بعد الأربعمائة,405,cmpwiftde02mnnxff7d7ndu6j,405,نعم,a1664,8caae1c39de585cc,إذا كانت المسابقة بين فريقين عُدَّ كلُّ فريقٍ في حكم الشخص الواحد في الالتزام بالجعل.,الصف يحمل عنوان ونص المادة الرسمية 405 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 404
405,المادة السادسة بعد الأربعمائة,406,cmpwiftov02mpnxffyrmoe87q,406,نعم,a1665,c5c455f9a28e34eb,يقع باطلًا كلُّ اتفاقٍ على قمار. الباب الثاني: العقود الواردة على المنفعة الفصل الأول: عقد الإيجار الفرع الأول: إنشاء عق,الصف يحمل عنوان ونص المادة الرسمية 406 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 405
406,المادة السابعة بعد الأربعمائة,407,cmpwifu0f02mrnxffcxcio5rs,407,نعم,a1666,084495378bc619a1,الإيجار عقد يُمَكِّنُ بمقتضاه المؤجر المستأجر من الانتفاع مدةً معينةً بشيءٍ غير قابل للاستهلاك مقابل أجرةٍ.,الصف يحمل عنوان ونص المادة الرسمية 407 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 406
407,المادة الثامنة بعد الأربعمائة,408,cmpwifubv02mtnxffxmdz3hmt,408,نعم,a1667,bf7cf2d0f98c8dce,يصح أن يكون المأجور عينًا أو منفعةً أو حقًّا؛ سواء كان معيَّنًا بالذات أو بالنوع. يصح أن يكون المأجور حصَّةً شائعة.,الصف يحمل عنوان ونص المادة الرسمية 408 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 407
408,المادة التاسعة بعد الأربعمائة,409,cmpwifunc02mvnxff37663qix,409,نعم,a1668,135e904e350e5a5d,يصح أن يقتصر تقدير الأجرة على بيان أسسٍ صالحةٍ تتحدد بمقتضاها، ويصح أن تكون بمبلغٍ معيَّنٍ مع نسبةٍ معلومةٍ من الناتج أو,الصف يحمل عنوان ونص المادة الرسمية 409 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 408
409,المادة العاشرة بعد الأربعمائة,410,cmpwifuyu02mxnxffmyz55pnw,410,نعم,a1669,eaede52770f3ea58,يصح اشتراط تعجيل الأجرة أو تأجيلها أو تقسيطها.,الصف يحمل عنوان ونص المادة الرسمية 410 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 409
410,المادة الحادية عشرة بعد الأربعمائة,411,cmpwifvac02mznxff1481hd2q,411,نعم,a1670,12603ec825687cfd,إذا عُقد الإيجار على شيءٍ معينٍ بأجرةٍ إجماليةٍ، وذُكر عدد وحداته دون بيان أجرة كل وحدة منها، فظهرت وحداته أزيد أو أنقص؛,الصف يحمل عنوان ونص المادة الرسمية 411 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 410
411,المادة الثانية عشرة بعد الأربعمائة,412,cmpwifvlv02n1nxffxtkyvw5c,412,نعم,a1671,c32972523d9c4180,تبدأ مدة الإيجار من التاريخ المحدد في العقد، فإذا لم يحدد فمن تاريخ انعقاد العقد.,الصف يحمل عنوان ونص المادة الرسمية 412 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 411
412,المادة الثالثة عشرة بعد الأربعمائة,413,cmpwifvxc02n3nxffibl9n4v5,413,نعم,a1672,40942fbc59a120f9,إذا لم تعين مدة الإيجار وكانت الأجرة عن وحدة زمنية معينة عُدَّ عقد الإيجار منعقدًا إلى نهاية تلك الوحدة الزمنية، وإلا عي,الصف يحمل عنوان ونص المادة الرسمية 413 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 412
413,المادة الرابعة عشرة بعد الأربعمائة,414,cmpwifw8t02n5nxff4hfp9a31,414,نعم,a1673,212b0cccf3a4ef39,تصح إضافة عقد الإيجار إلى أجل مستقبل.,الصف يحمل عنوان ونص المادة الرسمية 414 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 413
414,المادة الخامسة عشرة بعد الأربعمائة,415,cmpwifwkc02n7nxffxjs44iql,415,نعم,a1674,605ea49317ff4e83,إذا انقضت مدة الإيجار وثبت وجود ضرورة ملحة لامتدادها فإنها تمتد بقدر تلك الضرورة على أن يؤدي المستأجر أجرة المثل عن هذه ,الصف يحمل عنوان ونص المادة الرسمية 415 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 414
415,المادة السادسة عشرة بعد الأربعمائة,416,cmpwifwvs02n9nxffin3bhgxk,416,نعم,a1675,5b5eef4dafd169ff,على المؤجر تسليم المأجور وملحقاته في حالٍ يصلح معها لاستيفاء المنفعة المقصودة كاملة. يكون التسليم بتمكين المستأجر من الا,الصف يحمل عنوان ونص المادة الرسمية 416 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 415
416,المادة السابعة عشرة بعد الأربعمائة,417,cmpwifx7902nbnxff1rjx3w8d,417,نعم,a1676,9445d96ed291c5e3,للمؤجر أن يمتنع عن تسليم المأجور حتى يستوفي الأجرة المعجلة.,الصف يحمل عنوان ونص المادة الرسمية 417 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 416
417,المادة الثامنة عشرة بعد الأربعمائة,418,cmpwifxip02ndnxffakz3sghn,418,نعم,a1677,01cda865446fe835,تسري على تسليم المأجور وملحقاته أحكام تسليم المبيع؛ ما لم يتفق على خلاف ذلك.,الصف يحمل عنوان ونص المادة الرسمية 418 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 417
418,المادة التاسعة عشرة بعد الأربعمائة,419,cmpwifxu602nfnxffwjdwlj4o,419,نعم,a1678,620a049e359f0e30,يلتزم المؤجر بالإصلاحات الضرورية اللازمة لبقاء المأجور صالحًا للانتفاع، بما في ذلك إصلاح أي خللٍ في المأجور يؤثر في استي,الصف يحمل عنوان ونص المادة الرسمية 419 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 418
419,المادة العشرون بعد الأربعمائة,420,cmpwify5o02nhnxfftmblb0b4,420,نعم,a1679,3672b32277ed68fb,إذا هلك المأجور أثناء مدة الإيجار هلاكًا كليًّا انفسخ العقد من تلقاء نفسه.,الصف يحمل عنوان ونص المادة الرسمية 420 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 419
420,المادة الحادية والعشرون بعد الأربعمائة,421,cmpwifyh702njnxffg9tuvcj3,421,نعم,a1680,d52bf4eb4d561219,إذا هلك المأجور أثناء مدة الإيجار هلاكًا جزئيًا أو أصبح في حال تنقص من الانتفاع الذي أُجِّر من أجله، ولم يكن ذلك بسبب ال,الصف يحمل عنوان ونص المادة الرسمية 421 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 420
421,المادة الثانية والعشرون بعد الأربعمائة,422,cmpwifyso02nlnxff09kpdhev,422,نعم,a1681,a6bd83454e9ac426,إذا أحدث المستأجر بإذن المؤجر إنشاءاتٍ أو إصلاحات لمنفعة المأجور؛ فله الرجوع بما أنفق بالقدر المتعارف عليه وإن لم يشترط ,الصف يحمل عنوان ونص المادة الرسمية 422 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 421
422,المادة الثالثة والعشرون بعد الأربعمائة,423,cmpwifz4502nnnxffrr1ef4wa,423,نعم,a1682,95b3151535f50ef4,على المؤجر أن يمتنع عن التعرض للمستأجر في استيفائه للمنفعة طوال مدة الإيجار، بما في ذلك أن يحدث المؤجر في المأجور تغييرً,الصف يحمل عنوان ونص المادة الرسمية 423 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 422
423,المادة الرابعة والعشرون بعد الأربعمائة,424,cmpwifzfm02npnxffh6rq9bde,424,نعم,a1683,a16de033e195253e,لا يضمن المؤجر التعرض الصادر من الغير إذا لم يكن مبنيًّا على سبب نظامي، على أنه إذا كان التعرض بسبب لا يد للمستأجر فيه، ,الصف يحمل عنوان ونص المادة الرسمية 424 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 423
424,المادة الخامسة والعشرون بعد الأربعمائة,425,cmpwifzr702nrnxff25nqtzz3,425,نعم,a1684,30047861c139e4ef,يضمن المؤجر للمستأجر ما يوجد في المأجور من عيوبٍ تحول دون الانتفاع به أو تنقص منه. لا يضمن المؤجر العيوب التي جرى العرف ,الصف يحمل عنوان ونص المادة الرسمية 425 (إزاحة +1),حرجة,استبدال العنوان والنص بالنص الرسمي للمادة 424
